ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
FITB,2022-09-30,USD,836000000,2161000000,1325000000,NA,569000000,248000000,NA,267000000,NA,1498000000,1760000000,262000000,672000000,NA,30000000,18000000,845000000,192000000,1000000,653000000,-2009000000,1107000000,1125000000,653000000
FIVN,2022-09-30,USD,104231000,198342000,94111000,94111000,-21731000,91849000,34113000,125962000,NA,-1879000,982000,1879000,198342000,982000,8300000,3075000,-22628000,579000,1879000,-23207000,-22774000,-20749000,-17674000,-23207000
FIX,2022-09-30,USD,202224000,1120012000,917788000,917788000,81436000,121194000,NA,116288000,5000,-3609000,5000,3609000,406000,46000,8348000,11444000,74435000,12920000,3609000,61515000,61515000,78044000,89488000,61515000
FIXX,2022-09-30,USD,-9187000,802000,7810000,NA,-32862000,7810000,25854000,33664000,NA,1269000,1269000,NA,-1377000,1269000,300000,125000,-33772000,-46000,NA,-31547000,-34142000,-32862000,-33555000,-33726000
FKWL,2022-09-30,USD,1593862,8108940,6515078,6515078,-615893,1239635,970120,2209755,NA,17147,60062,NA,-58805,-42382,15819,179894,-1230374,-103383,NA,-1426570,-1441209,-615893,-435999,-1126991
FLGT,2022-09-30,USD,46095000,105655000,59560000,59560000,352000,36125000,7507000,45743000,-1007000,-105000,1405000,105000,105655000,1405000,7600000,2231000,2133000,414000,105000,1343000,-1466000,2238000,4469000,1719000
FLIC,2022-09-30,USD,14113000,32216000,18103000,NA,10718000,3395000,NA,3395000,NA,30258000,34834000,4576000,3047000,NA,NA,1741000,15202000,2738000,4576000,12464000,-9001000,19778000,21519000,12464000
FLL,2022-09-30,USD,15218000,35416000,20198000,18949000,2395000,15218000,149000,20198000,NA,-5872000,235000,5872000,41288000,-105000,NA,2386000,-3548000,29000,5977000,-3577000,-3577000,2395000,4710000,-3577000
FLNC,2022-06-30,USD,-5197000,239010000,244207000,244207000,-59058000,27334000,18129000,53861000,NA,-573000,NA,573000,NA,NA,NA,1972000,-61808000,979000,NA,-60829000,NA,-17795000,-15823000,-19347000
FLNT,2022-09-30,USD,4838000,88531000,83693000,65270000,627000,15131000,4622000,23043000,NA,-517000,NA,517000,89048000,NA,NA,3292000,110000,-3003000,517000,3113000,3113000,627000,3919000,3113000
FLR,2022-09-30,USD,-15000000,3612000000,3627000000,3627000000,-11000000,30000000,NA,30000000,28000000,-14000000,28000000,14000000,34000000,28000000,NA,NA,49000000,27000000,14000000,22000000,-1000000,63000000,53000000,22000000
FLS,2022-09-30,USD,239577000,862440000,854018000,633304000,24217000,221142000,NA,230114000,NA,-10441000,1141000,11582000,872881000,28676000,19173000,3303000,40200000,1800000,11582000,56875000,-44601000,51782000,55085000,38400000
FLT,2022-09-30,USD,592488000,893000000,300512000,203315000,389170000,223299000,NA,300512000,NA,-45410000,45584000,45410000,-1900000,-3688000,23283000,77213000,339898000,91013000,0,248885000,2273000,389170000,466383000,248885000
FLUX,2022-09-30,USD,3948000,17840000,13892000,25000,-1811000,4536000,1223000,5759000,NA,-328000,NA,328000,17840000,NA,172000,172000,-2139000,NA,328000,-1811000,-1811000,-1811000,-1639000,-2139000
FLWS,2022-09-30,USD,101458000,303502000,330224000,202146000,-41360000,115384000,14740000,142818000,NA,-345000,NA,345000,303604000,-922000,NA,12694000,-45103000,-11411000,345000,-30871000,-30871000,-41360000,-32064000,-33692000
FLXS,2022-09-30,USD,15349000,95363000,94909000,80335000,428000,14574000,NA,14911000,NA,-321000,NA,321000,95684000,-2000,1128000,1128000,105000,-184000,321000,289000,289000,426000,1554000,289000
FLYW,2022-09-30,USD,47312000,95232000,47920000,32275000,3652000,45920000,13385000,91580000,NA,-400000,NA,400000,NA,-6247000,NA,2000000,-2995000,1277000,400000,-4272000,-4545000,-2595000,-595000,-4272000
FMAO,2022-09-30,USD,11207000,24678000,13471000,NA,8657900,2192000,NA,2549100,NA,22583000,25847000,3264000,3732000,NA,730000,929000,11207000,2253000,3264000,8954000,2478000,14471000,15400000,8954000
FMBH,2022-09-30,USD,27624000,69173000,41549000,NA,17253000,8773000,NA,10371000,NA,48257000,56754000,8497000,16791000,NA,NA,1598000,23357000,5418000,8497000,17939000,-21484000,31854000,33452000,17939000
FMC,2022-09-30,USD,477500000,1382200000,1096100000,899700000,210600000,179400000,78500000,274900000,NA,-41800000,41800000,41800000,1377200000,NA,NA,15000000,157000000,36000000,NA,137200000,49200000,210600000,225600000,121000000
FMIV,2022-09-30,USD,682203,1664896,982693,NA,-892693,982693,NA,982693,1664896,1664896,1664896,NA,NA,NA,NA,NA,2156345,387510,NA,-1280203,-1280203,-892693,-892693,1768835
FMNB,2022-09-30,USD,18313000,40160000,21847000,NA,12570000,4609000,NA,5743000,NA,31781000,36410000,4629000,8827000,NA,NA,1134000,18761000,3315000,4629000,15446000,-50896000,23390000,24524000,15446000
FNB,2022-09-30,USD,175000000,382000000,207000000,NA,128000000,42000000,NA,47000000,NA,297000000,343000000,46000000,83000000,NA,NA,3000000,173000000,35000000,46000000,138000000,12000000,219000000,222000000,138000000
FNCB,2022-09-30,USD,6536000,15568000,9032000,NA,4004000,2532000,NA,2532000,NA,13940000,15776000,1836000,2141000,NA,NA,385000,6536000,1101000,1836000,5435000,-12291000,8372000,8757000,5435000
FNCH,2022-09-30,USD,-28561000,353000,28914000,NA,-40632000,9584000,11859000,40770000,45000,-1000,NA,1000,138000,216000,1400000,3000,-40371000,0,1000,-40371000,-40371000,-40632000,-40367000,-40371000
FNF,2022-09-30,USD,2277000000,3207000000,930000000,796000000,969000000,37000000,NA,1308000000,-50000000,-28000000,411000000,28000000,426000000,NA,NA,131000000,404000000,115000000,28000000,294000000,-707000000,432000000,563000000,289000000
FNGR,2022-08-31,USD,417784,4982957,4565173,4565173,-1493591,1445258,198104,1911375,NA,-89646,700,89646,-346,44788,2799,13466,-1538095,-730,89646,-1538095,-1761158,-1493591,-1480125,-1537365
FNKO,2022-09-30,USD,127879000,365607000,237728000,237728000,17394000,97930000,NA,110485000,NA,-237000,NA,237000,365607000,-926000,NA,12555000,11930000,2300000,0,11191000,6354000,17394000,24722000,9630000
FNLC,2022-09-30,USD,11908000,23679000,11771000,NA,11171000,720000,NA,737000,NA,19364000,23991000,4627000,4715000,NA,499000,17000,12308000,2217000,4627000,10091000,-4415000,16935000,16952000,10091000
FNWB,2022-09-30,USD,19788000,20538000,NA,NA,4413000,11364000,NA,1340000,NA,18062000,20713000,2651000,NA,NA,NA,942000,4413000,818000,NA,3595000,NA,7760000,7760000,4291000
FNWD,2022-09-30,USD,5252000,20262000,15010000,NA,1446000,3806000,NA,4060000,NA,17507000,18539000,1032000,2630000,NA,NA,1574000,5127000,571000,1032000,4556000,-17502000,6159000,7733000,4556000
FOCS,2022-09-30,USD,149807000,493373000,343566000,309291000,80019000,89915000,NA,157246000,126000,-26491000,126000,26491000,519864000,-2347000,NA,67331000,41369000,12120000,26491000,38289000,24768000,80019000,135191000,29249000
FOLD,2022-09-30,USD,68255000,72071000,60708000,13436000,-33840000,47272000,52970000,102095000,563000,-9620000,563000,9620000,81691000,13634000,NA,1286000,-29263000,4023000,9620000,-33286000,-55124000,-19643000,-18357000,-33286000
FONR,2022-09-30,USD,11939000,23191000,11252000,12597000,4138000,6334000,349000,7801000,151000,-14000,NA,14000,NA,11000,NA,1118000,3456000,1409000,NA,3911000,2047000,4138000,5256000,2047000
FOR,2022-09-30,USD,69300000,381400000,312100000,292200000,49400000,23700000,NA,19900000,NA,-8200000,800000,8200000,0,NA,NA,700000,66400000,15600000,8200000,50800000,50800000,74600000,67100000,50800000
FORA,2022-09-30,USD,5229055,14097229,8868174,1839996,-4951357,6185245,3259511,10287689,89160,-198738,89160,198738,14295967,32471,NA,842933,-5117624,10000,198738,-5127624,-5127624,-4918886,-4075953,-5127624
FORD,2022-06-30,USD,1917732,10588835,8671103,8671103,-385805,2303537,NA,2356537,NA,-30424,NA,30424,0,-2684,NA,53000,-418913,0,30424,-418913,-418913,-388489,-335489,-418913
FORM,2022-09-30,USD,62213000,180717000,158821000,118656000,4027000,31637000,26549000,58186000,709000,-152000,709000,152000,180869000,1041000,7043000,2354000,5625000,1274000,152000,4351000,-4552000,5777000,8131000,4351000
FORR,2022-09-30,USD,76105000,127287000,51182000,52717000,8557000,64588000,NA,78340000,23000,-584000,NA,584000,127679000,346000,2374000,13752000,8319000,2905000,584000,5414000,384000,8903000,22655000,5414000
FOSL,2022-09-30,USD,219620000,431144000,413781000,216651000,22482000,196530000,NA,197138000,NA,-5127000,NA,5127000,436271000,-1859000,NA,600000,15063000,9214000,5127000,6282000,-3947000,22482000,20790000,5849000
FOUR,2022-09-30,USD,23100000,543500000,520400000,411700000,53500000,79700000,NA,108700000,3500000,-8300000,3500000,8300000,547300000,0,1300000,28900000,44300000,1200000,8300000,46400000,42800000,52600000,81500000,43100000
FOX,2022-09-30,USD,2577000000,3124000000,547000000,1656000000,473000000,448000000,NA,2104000000,NA,-68000000,19000000,87000000,3192000000,-76000000,NA,99000000,837000000,232000000,87000000,613000000,603000000,924000000,1023000000,605000000
FOXA,2022-09-30,USD,2577000000,3124000000,547000000,1656000000,473000000,448000000,NA,2104000000,NA,-68000000,19000000,87000000,3192000000,-76000000,NA,99000000,837000000,232000000,87000000,613000000,603000000,924000000,1023000000,605000000
FOXW,2022-09-30,USD,-381436,NA,381436,NA,-437564,381436,NA,381436,88865,NA,NA,NA,NA,NA,NA,NA,-376199,NA,NA,-376199,-376199,-437564,-437564,-376199
FPAY,2022-09-30,USD,20540166,26141451,5601285,2820033,-4548561,2780483,NA,9510380,NA,35549974,38580116,3030142,NA,NA,NA,769,-7578703,-1298269,3030142,-6280434,-6280434,-4548561,-4547792,-6280434
FR,2022-09-30,USD,57419000,139753000,82334000,35775000,10860000,8227000,NA,46559000,NA,-13895000,13902000,13895000,NA,70005000,30832000,38332000,124119000,231000,13895000,126875000,147889000,138014000,176346000,123888000
FRAF,2022-09-30,USD,5526000,17726000,12200000,NA,2939000,2587000,NA,2587000,NA,14063000,15043000,980000,3663000,NA,NA,505000,5526000,895000,980000,4631000,-11480000,6506000,7011000,4631000
FRBA,2022-09-30,USD,NA,25507000,NA,NA,NA,8420000,NA,NA,NA,24563000,27998000,3435000,NA,NA,NA,NA,13554000,NA,NA,10206000,NA,NA,NA,10206000
FRD,2022-09-30,USD,-577175,149070785,149647960,145014017,-550657,4607834,NA,4633943,NA,-621215,NA,621215,149692000,2767703,641952,26109,3205517,734609,621215,2470908,4048941,3826732,3852841,2470908
FREE,2022-09-30,USD,35017000,127066000,128328000,100263000,6822000,23566000,NA,28065000,NA,-8214000,NA,8214000,135280000,92000,1408000,4629000,-1114000,1407000,0,-2521000,-16022000,6822000,11451000,-2521000
FREQ,2022-09-30,USD,-8234000,326000,8560000,NA,-20275000,8560000,11715000,20275000,351000,-263000,351000,263000,-5000,621000,679000,679000,-19570000,-23000,263000,-19547000,-19531000,-19307000,-18582000,-19547000
FRGI,2022-09-30,USD,64756000,95631000,30875000,30875000,-3241000,12140000,NA,67997000,NA,-83000,NA,83000,NA,NA,NA,5052000,-3307000,-391000,NA,-2933000,-2933000,-3241000,1811000,-2916000
FRLA,2022-09-30,USD,-225934,0,225934,225934,-274534,225934,NA,274534,NA,450819,450819,NA,NA,450819,NA,NA,176285,NA,NA,176285,NA,-274534,-274534,176285
FRME,2022-09-30,USD,73545000,169923000,96378000,NA,49629000,17152000,NA,23916000,NA,140306000,163338000,23032000,29617000,NA,NA,3079000,73545000,9793000,23032000,63752000,-51781000,96577000,99656000,63752000
FRPH,2022-09-30,USD,5240000,9294000,4054000,2744000,1849000,1310000,NA,3277000,1188000,-738000,NA,738000,168000,-549000,NA,8696000,658000,178000,738000,1122000,156000,1396000,10092000,480000
FRPT,2022-09-30,USD,44545000,149516000,167237000,106788000,-15904000,60449000,NA,60449000,NA,-1817000,NA,1817000,151333000,256000,NA,8534000,-18408000,41000,1817000,-17506000,-18770000,-16591000,-8057000,-18449000
FRSG,2022-09-30,USD,-308427,300000,608427,50000,-608427,558427,NA,558427,NA,NA,NA,NA,300000,320800,NA,NA,4617573,-310647,NA,4928220,4928220,-608427,-608427,4928220
FRSH,2022-09-30,USD,104581000,128760000,151453000,24179000,-58288000,126998000,35871000,162869000,NA,2249000,2249000,4607000,128760000,2249000,2600000,276000,-56043000,1800000,NA,-57839000,-60324000,-58288000,-58012000,-57843000
FRST,2022-09-30,USD,6974000,30735000,23761000,NA,1238000,5346000,NA,5736000,NA,27450000,32596000,5146000,5620000,-12068000,1719000,326000,6419000,1365000,5146000,5054000,-4480000,11565000,11891000,5054000
FRT,2022-09-30,USD,183242000,273451000,90209000,91612000,191727000,13100000,NA,181821000,NA,-35060000,234000,35060000,NA,2107000,NA,77109000,156138000,NA,35060000,193600000,158672000,191727000,268836000,156138000
FRTX,2022-09-30,USD,-2516000,486000,3002000,NA,-6076000,3002000,3560000,6562000,58000,0,NA,0,486000,NA,8000,8000,-6018000,NA,0,-6018000,-6018000,-6076000,-6010000,-6018000
FRZA,2022-09-30,USD,-66543,0,66543,66543,-1046128,676905,283936,979585,NA,3465,4577,1112,NA,NA,NA,23549,-1042663,NA,NA,-1042663,NA,-1041551,-1018002,-1042663
FSBC,2022-09-30,USD,14289000,26711000,12422000,NA,11673000,2616000,NA,2616000,NA,27424000,31547000,4123000,1532000,NA,NA,169000,16534000,4830000,4123000,11704000,8381000,20657000,20826000,11704000
FSBW,2022-09-30,USD,10430000,31790000,21360000,NA,7445000,2812000,NA,2985000,1741000,27527000,31304000,3777000,4181000,NA,NA,173000,10652000,2194000,3777000,8458000,813000,14429000,14602000,8458000
FSEA,2022-09-30,USD,507000,4215000,3708000,NA,-403000,910000,NA,910000,NA,3790000,4217000,427000,365000,NA,130000,881000,507000,39000,427000,468000,-4272000,934000,1815000,468000
FSLR,2022-09-30,USD,20982000,628933000,607951000,607951000,-68353000,46368000,29183000,95319000,9749000,-2991000,9749000,2991000,1125000,4774000,NA,67423000,-61680000,-12512000,2991000,-49168000,-78788000,-58689000,8734000,-49168000
FSP,2022-09-30,USD,9087000,40836000,31749000,13369000,-9293000,3232000,NA,18380000,NA,-6110000,NA,6110000,-78000,23999000,NA,15148000,18952000,62000,6188000,17246000,19561000,25062000,40210000,18890000
FSRX,2022-09-30,USD,1323260,1323260,0,211809,-211809,211809,NA,241809,NA,1323260,1323260,NA,NA,1001000,NA,NA,2112740,267445,NA,1845295,1845295,-211809,-211809,1845295
FSS,2022-09-30,USD,82800000,346400000,263600000,263600000,39500000,39800000,NA,42900000,NA,-2700000,2700000,2700000,346400000,-100000,NA,3100000,36700000,4900000,2700000,31800000,22800000,39400000,42500000,31800000
FSSI,2022-09-30,USD,139621,139621,NA,NA,-229484,229484,NA,229484,1175831,1175831,1175831,NA,139621,1315452,NA,NA,1085968,236425,NA,849543,849543,-229484,-229484,849543
FSTR,2022-09-30,USD,23097000,130015000,106918000,106918000,-1120000,22618000,NA,24261000,NA,-993000,NA,993000,130015000,-168000,2269000,1643000,-2253000,-176000,993000,-2077000,-5715000,-1260000,383000,-2077000
FSTX,2022-09-30,USD,-4136000,1125000,5261000,NA,-13706000,5161000,9670000,14931000,NA,-378000,NA,378000,1125000,-4701000,100000,100000,-18407000,0,378000,-18407000,-16150000,-18029000,-17929000,-18407000
FTAI,2022-09-30,USD,82391000,218249000,147974000,95948000,2972000,3354000,NA,79419000,NA,-40171000,NA,644000,210504000,42000,NA,41329000,-14740000,3818000,60032000,58798000,-56528000,25431000,66760000,58798000
FTCI,2022-09-30,USD,-9515000,17820000,41240000,26087000,-26694000,15053000,2126000,17179000,NA,-160000,17000,177000,17980000,-341000,NA,317000,-25787000,-151000,0,-25636000,-26110000,-26694000,-25293000,-25636000
FTCV,2022-09-30,USD,-254826,NA,254826,NA,-254826,254826,NA,314826,NA,1102363,1102363,NA,NA,73048,NA,NA,1350052,206552,NA,-388330,-388330,-254826,-254826,1143500
FTDR,2022-09-30,USD,210000000,484000000,274000000,274000000,46000000,137000000,NA,164000000,NA,-8000000,1000000,8000000,484000000,1000000,NA,8000000,39000000,11000000,8000000,28000000,37000000,47000000,55000000,28000000
FTEK,2022-09-30,USD,3672000,8017000,4345000,4345000,192000,3273000,207000,3480000,92000,-4000,92000,4000,8017000,34000,85000,143000,314000,0,4000,314000,159000,318000,461000,314000
FTHM,2022-09-30,USD,-2018000,111275000,113293000,99448000,-5897000,112433000,1456000,117161000,NA,11000,NA,11000,111264000,-126000,1380000,852000,-6012000,0,0,-6012000,-6012000,-5897000,-5045000,-6012000
FTII,2022-09-30,USD,NA,0,NA,NA,-165711,165711,NA,165711,NA,557708,557708,NA,NA,557708,NA,NA,391997,NA,NA,391997,NA,-165711,-165711,391997
FTK,2022-09-30,USD,-1842000,45623000,47465000,47465000,-16279000,9035000,985000,10187000,NA,-2321000,2321000,2321000,15216000,-187000,NA,177000,-18787000,7000,2321000,-18794000,-18678000,-16466000,-16289000,-18794000
FTNT,2022-09-30,USD,866500000,1147600000,756000000,283000000,265500000,467800000,134300000,601000000,4600000,-4500000,4600000,4500000,1152100000,-900000,21200000,5200000,258900000,27300000,4500000,231100000,229500000,263400000,268600000,231600000
FTPA,2022-09-30,USD,-445548,NA,445548,NA,-495548,445548,NA,445548,1102610,1102610,1102610,NA,NA,1614685,NA,NA,1119137,202569,NA,916568,916568,-495548,-495548,916568
FTVI,2022-09-30,USD,1484626,1769263,284637,NA,-284637,284637,NA,284637,NA,1127655,1127655,NA,NA,NA,NA,NA,1484626,211613,NA,-496250,-496250,-284637,-284637,1273013
FULC,2022-09-30,USD,-8924000,1183000,10107000,NA,-24355000,9707000,15366000,25538000,NA,NA,NA,617000,1183000,NA,600000,611000,-23738000,NA,NA,-24355000,-23591000,-24355000,-23127000,-23738000
FULT,2022-09-30,USD,77326000,257888000,180562000,NA,31983000,37647000,NA,45343000,NA,215582000,233691000,18109000,59162000,NA,NA,690000,86228000,15357000,18109000,70871000,-67866000,104337000,105027000,70871000
FUN,2022-09-30,USD,614026000,843063000,229037000,73072000,442204000,88160000,NA,256350000,NA,-37049000,47725000,37049000,-12486000,1532000,NA,67805000,394201000,61151000,38859000,333050000,334888000,431250000,499055000,333050000
FUNC,2022-09-30,USD,10386000,20726000,10340000,112000,8610000,1776000,NA,1776000,NA,15141000,16185000,1044000,4700000,NA,830000,882000,9613000,2677000,1044000,6936000,18000,10657000,11539000,6936000
FUND,2022-06-30,USD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934823,NA,NA
FUSB,2022-09-30,USD,1431000,9696000,8265000,68000,-53000,1639000,NA,1484000,NA,9515000,10670000,1155000,1088000,NA,NA,422000,2406000,546000,1155000,1860000,1652000,3561000,3983000,1860000
FUV,2022-09-30,USD,-4962830,1939260,14616251,6987035,-18917833,7421216,6521379,13955003,NA,-84945,NA,84945,2024205,-83749,767000,208000,-16963699,0,84945,-16963699,-16963699,-16878754,-16670754,-16963699
FVCB,2022-09-30,USD,8997000,17961000,8964000,NA,7944000,721000,NA,1053000,-160000,17526000,21091000,3565000,575000,NA,102000,97000,9137000,2094000,3565000,7043000,-3345000,12702000,12799000,7043000
FWBI,2022-09-30,USD,-2905311,NA,2904448,NA,4389530,2904448,791067,-4389530,2664,-863,2664,863,NA,0,7318,21953,4391331,NA,863,4391331,4356096,4389530,4411483,4391331
FWONA,2022-09-30,USD,2203000000,3070000000,867000000,1073000000,506000000,525000000,NA,867000000,NA,-179000000,NA,179000000,3249000000,18000000,NA,268000000,521000000,130000000,179000000,434000000,318000000,700000000,968000000,391000000
FWONK,2022-09-30,USD,2203000000,3070000000,867000000,1073000000,506000000,525000000,NA,867000000,NA,-179000000,31000000,179000000,3249000000,18000000,NA,268000000,521000000,130000000,179000000,434000000,318000000,700000000,968000000,391000000
FWRD,2022-09-30,USD,371539000,508479000,136940000,18865000,71665000,27320000,NA,256646000,NA,-1544000,NA,1544000,510023000,NA,NA,4156000,70121000,17988000,1544000,52133000,52133000,71665000,75821000,52133000
FWRG,2022-09-30,USD,3016000,185490000,182474000,120931000,2621000,21689000,NA,33277000,NA,-1362000,NA,1362000,186852000,NA,NA,8679000,1375000,1329000,1362000,46000,46000,2737000,11416000,46000
FXCO,2022-09-30,USD,NA,0,NA,NA,-503543,503543,NA,503543,NA,424920,446120,21200,NA,346128,NA,NA,267505,93685,NA,173820,NA,-503543,288705,173820
FXNC,2022-09-30,USD,5271000,14554000,9283000,NA,2601000,1471000,NA,2670000,NA,11727000,12792000,1065000,3027000,NA,NA,6000,5471000,1017000,1065000,4454000,-597000,6536000,6542000,4454000
FYBR,2022-09-30,USD,-26000000,1426000000,26000000,544000000,-52000000,431000000,NA,26000000,NA,-119000000,16000000,135000000,NA,NA,NA,296000000,195000000,75000000,NA,-52000000,-52000000,-52000000,626000000,-52000000
GABC,2022-09-30,USD,32724000,67440000,34716000,NA,22189000,8042000,NA,10535000,NA,51698000,56524000,4826000,14097000,NA,NA,2493000,30729000,6133000,4826000,24596000,-73367000,35555000,38048000,24596000
GACQ,2022-09-30,USD,-20971,NA,1236030,1236030,-1286030,1236030,NA,1236030,NA,-20971,NA,20971,NA,634077,NA,NA,-78402,NA,20971,-1286030,-1286030,-1286030,-1286030,-78402
GAIA,2022-09-30,USD,17259000,19907000,20210000,2648000,-303000,17562000,NA,17562000,NA,-65000,NA,65000,19907000,-65000,NA,4105000,-2368000,7000,NA,-2368000,-2375000,-303000,3802000,-2375000
GALT,2022-09-30,USD,-2017000,NA,1524000,NA,-8122000,1524000,6598000,8122000,18000,-269000,18000,269000,-224000,-206000,NA,7000,-8597000,NA,269000,-8597000,-8597000,-8122000,7000,-8597000
GAMC,2022-09-30,USD,1440695,1440695,0,411972,-411972,NA,NA,411972,NA,1440695,1440695,NA,477730,2156366,NA,NA,1744394,261453,-477730,1482941,1482941,-411972,-411972,1482941
GANX,2022-09-30,USD,-2589377,0,2786200,NA,-4750984,2786200,1964784,4750984,NA,153332,NA,NA,43491,NA,7356,26037,-4554161,4048,NA,-4558209,-4709541,-4750984,-4528124,-4558209
GATE,2022-09-30,USD,NA,NA,NA,NA,-247674,247674,NA,247674,840083,840083,840083,NA,NA,1426752,NA,NA,1179078,279237,NA,899841,899841,-247674,-247674,899841
GATO,2021-09-30,USD,-6076000,NA,5994000,31000,-12549000,5994000,NA,6473000,NA,-82000,NA,82000,NA,-95000,NA,31000,-14999000,NA,82000,-14999000,-11139000,-12549000,-4968000,-14999000
GATX,2022-09-30,USD,98000000,321000000,223000000,75900000,-135500000,47600000,NA,233500000,NA,-53600000,NA,53600000,13700000,-2500000,92100000,88700000,42800000,13700000,53600000,29100000,-20200000,96400000,185100000,29100000
GBCI,2022-09-30,USD,89002000,227403000,138401000,NA,55791000,26029000,NA,33211000,NA,205327000,214402000,9075000,30406000,NA,6784000,3502000,97332000,17994000,9075000,79338000,-88598000,106407000,109909000,79338000
GBDC,2022-09-30,USD,NA,152242000,NA,NA,NA,3196000,NA,147398000,NA,90471000,117364000,28989000,NA,NA,NA,9152000,12215000,-25000,NA,8083000,NA,41204000,50356000,12240000
GBIO,2022-09-30,USD,-11477000,NA,11477000,NA,-32669000,11477000,21192000,32669000,744000,1363000,1363000,1363000,0,1363000,NA,1364000,-31306000,NA,NA,-31306000,-31269000,-32669000,-31305000,-31306000
GBNY,2022-09-30,USD,278000,3333000,3055000,NA,-12000,290000,NA,290000,NA,2931000,3314000,383000,490000,NA,235000,16000,366000,66000,383000,300000,-741000,749000,765000,300000
GBR,2022-09-30,USD,-33000,63000,96000,25000,-26000,71000,NA,89000,53000,53000,53000,NA,NA,0,NA,9000,27000,NA,NA,27000,27000,-26000,-17000,27000
GBTG,2022-09-30,USD,244000000,462000000,218000000,217000000,-45000000,175000000,98000000,533000000,NA,-26000000,NA,26000000,488000000,-5000000,NA,45000000,-30000000,-10000000,26000000,-73000000,-25000000,-45000000,41000000,-20000000
GBX,2022-08-31,USD,127300000,950700000,823400000,823400000,61400000,68800000,NA,73300000,NA,-18700000,18100000,18700000,949000000,NA,NA,2000000,35400000,15200000,NA,29400000,11200000,61400000,63400000,20200000
GCBC,2022-09-30,USD,11326000,19624000,8298000,NA,9360000,1753000,NA,1966000,NA,15834000,18640000,2806000,3098000,NA,213000,213000,10634000,1598000,2806000,9036000,2418000,13440000,13653000,9036000
GCMG,2022-09-30,USD,22982000,131466000,108484000,86502000,28730000,21982000,NA,108484000,NA,-5797000,NA,5797000,137214000,87000,NA,1935000,5888000,2789000,5797000,14165000,5964000,11685000,13620000,3099000
GD,2022-09-30,USD,9269000000,9889000000,620000000,8310000000,1098000000,567000000,NA,620000000,NA,-86000000,86000000,86000000,9975000000,41000000,142000000,53000000,1053000000,151000000,NA,902000000,577000000,1098000000,1151000000,902000000
GDDY,2022-09-30,USD,327500000,1003600000,676100000,422800000,129700000,202000000,199500000,253300000,NA,-32100000,3500000,35600000,1033200000,3100000,NA,31800000,97000000,-2800000,35600000,100000000,206900000,132600000,164400000,99800000
GDEN,2022-09-30,USD,194892000,278569000,83677000,155467000,35052000,59389000,NA,88474000,NA,-15709000,NA,15709000,278569000,1539000,22400000,24286000,19185000,5182000,158000,14003000,14003000,35052000,59338000,14003000
GDNR,2022-09-30,USD,NA,0,NA,NA,-270188,236788,NA,270188,NA,292402,292402,NA,NA,632653,NA,NA,362465,24553,NA,337912,NA,362465,-270188,337912
GDOT,2022-09-30,USD,-8337000,343748000,352085000,187129000,10765000,282915000,NA,332983000,NA,-27000,-375000,-348000,332302000,-4249000,NA,5664000,6489000,1793000,-348000,-57145000,-107573000,10765000,11805000,4696000
GDRX,2022-09-30,USD,10730000,177840000,167110000,17395000,-15713000,135763000,35921000,185636000,NA,-9478000,2920000,9478000,187318000,2920000,NA,13952000,-22271000,19463000,9478000,-41734000,-41734000,-15713000,1159000,-41734000
GDYN,2022-09-30,USD,32670000,81161000,48491000,48491000,-4750000,33281000,4139000,37420000,NA,-16000,NA,16000,81161000,1450000,NA,2414000,-3300000,3359000,16000,-6659000,-7531000,-4750000,-886000,-6659000
GE,2022-09-30,USD,15752000000,19084000000,3332000000,14371000000,11756000000,2868000000,686000000,3996000000,125000000,-265000000,125000000,390000000,0,NA,NA,237000000,-144000000,21000000,0,-80000000,-2718000000,11756000000,11993000000,-165000000
GECC,2022-09-30,USD,NA,4990000,NA,NA,NA,221000,NA,4949000,NA,2319000,4990000,2671000,NA,1331000,NA,-113014000,1084000,22000,NA,1331000,NA,3755000,-109259000,1062000
GEF,2022-07-31,USD,346900000,1628500000,1422800000,1275200000,205700000,141600000,NA,141200000,NA,-14000000,14000000,14000000,1628500000,-7300000,NA,51400000,181700000,39900000,0,146100000,116100000,205700000,247100000,141800000
GEG,2022-09-30,USD,16411000,18579000,2168000,4340000,-985000,1487000,NA,11139000,1473000,-1996000,NA,1996000,-23000,-5362000,1990000,681000,-8095000,196000,2019000,-8291000,-8953000,-6099000,-5418000,-8291000
GEN,2022-09-30,USD,629000000,748000000,119000000,119000000,241000000,277000000,73000000,388000000,NA,-45000000,3000000,48000000,741000000,6000000,NA,29000000,195000000,126000000,48000000,69000000,98000000,241000000,270000000,69000000
